product_name,product_url,brand_name,product_rating,ratings_reviews,product_discount,product_delivery,product_price
"Apple iPhone 15 Plus (Green, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.637,809 Ratings & 2,173 Reviews",18% off,Free delivery,"₹64,999"
"Apple iPhone 15 Plus (Pink, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.637,809 Ratings & 2,173 Reviews",18% off,Free delivery,"₹64,999"
"Apple iPhone 15 (Pink, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.62,33,660 Ratings & 8,434 Reviews",12% off,Free delivery,"₹60,999"
"Apple iPhone 16 (Black, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 16 (White, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 16 (Teal, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 15 (Blue, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.62,33,660 Ratings & 8,434 Reviews",12% off,Free delivery,"₹60,999"
"Apple iPhone 16 (Ultramarine, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 16 (Teal, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",7% off,Free delivery,"₹82,900"
"Apple iPhone 16 Pro (Black Titanium, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.7,4.7581 Ratings & 36 Reviews,5% off,Free delivery,"₹1,12,900"
"(Refurbished) SAMSUNG Galaxy F54 5G (Meteor Blue, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,SAMSUNG,3.3,3.310 Ratings & 0 Reviews,47% off,Free delivery,"₹18,799"
"Apple iPhone 16 (Ultramarine, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",7% off,Free delivery,"₹82,900"
"Apple iPhone 16 (Black, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",7% off,Free delivery,"₹82,900"
"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.7,4.7581 Ratings & 36 Reviews,5% off,Free delivery,"₹1,22,900"
"Apple iPhone 16 Plus (Black, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.7,4.7430 Ratings & 37 Reviews,7% off,Free delivery,"₹92,900"
"Apple iPhone 15 (Black, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.62,33,660 Ratings & 8,434 Reviews",12% off,Free delivery,"₹60,999"
"Apple iPhone 15 Plus (Black, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.637,809 Ratings & 2,173 Reviews",18% off,Free delivery,"₹64,999"
"Apple iPhone 15 Plus (Green, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.637,809 Ratings & 2,173 Reviews",18% off,Free delivery,"₹64,999"
"Apple iPhone 15 Plus (Pink, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.637,809 Ratings & 2,173 Reviews",18% off,Free delivery,"₹64,999"
"Apple iPhone 15 (Pink, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.62,33,660 Ratings & 8,434 Reviews",12% off,Free delivery,"₹60,999"
"Apple iPhone 16 (Black, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 16 (White, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 16 (Teal, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 15 (Blue, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.62,33,660 Ratings & 8,434 Reviews",12% off,Free delivery,"₹60,999"
"Apple iPhone 16 (Ultramarine, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 16 (Teal, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",7% off,Free delivery,"₹82,900"
"Apple iPhone 16 Pro (Black Titanium, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.7,4.7581 Ratings & 36 Reviews,5% off,Free delivery,"₹1,12,900"
"(Refurbished) SAMSUNG Galaxy F54 5G (Meteor Blue, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,SAMSUNG,3.3,3.310 Ratings & 0 Reviews,47% off,Free delivery,"₹18,799"
"Apple iPhone 16 (Ultramarine, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",7% off,Free delivery,"₹82,900"
"Apple iPhone 16 (Black, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",7% off,Free delivery,"₹82,900"
"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.7,4.7581 Ratings & 36 Reviews,5% off,Free delivery,"₹1,22,900"
"Apple iPhone 16 Plus (Black, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.7,4.7430 Ratings & 37 Reviews,7% off,Free delivery,"₹92,900"
"Apple iPhone 16 Plus (White, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.7,4.7430 Ratings & 37 Reviews,7% off,Free delivery,"₹92,900"
"Apple iPhone 15 (Black, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.62,33,660 Ratings & 8,434 Reviews",12% off,Free delivery,"₹60,999"
"Apple iPhone 15 Plus (Black, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.637,809 Ratings & 2,173 Reviews",18% off,Free delivery,"₹64,999"
"Apple iPhone 15 Plus (Green, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.637,809 Ratings & 2,173 Reviews",18% off,Free delivery,"₹64,999"
"Apple iPhone 15 Plus (Pink, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.637,809 Ratings & 2,173 Reviews",18% off,Free delivery,"₹64,999"
"Apple iPhone 15 (Pink, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.62,33,660 Ratings & 8,434 Reviews",12% off,Free delivery,"₹60,999"
"Apple iPhone 16 (Black, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 16 (White, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 16 (Teal, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 15 (Blue, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.62,33,660 Ratings & 8,434 Reviews",12% off,Free delivery,"₹60,999"
"Apple iPhone 16 (Ultramarine, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 16 (Teal, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",7% off,Free delivery,"₹82,900"
"Apple iPhone 16 Pro (Black Titanium, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.7,4.7581 Ratings & 36 Reviews,5% off,Free delivery,"₹1,12,900"
"(Refurbished) SAMSUNG Galaxy F54 5G (Meteor Blue, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,SAMSUNG,3.3,3.310 Ratings & 0 Reviews,47% off,Free delivery,"₹18,799"
"Apple iPhone 16 (Ultramarine, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",7% off,Free delivery,"₹82,900"
"Apple iPhone 16 (Black, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",7% off,Free delivery,"₹82,900"
"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.7,4.7581 Ratings & 36 Reviews,5% off,Free delivery,"₹1,22,900"
"Apple iPhone 16 Plus (Black, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.7,4.7430 Ratings & 37 Reviews,7% off,Free delivery,"₹92,900"
"Apple iPhone 16 Plus (White, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.7,4.7430 Ratings & 37 Reviews,7% off,Free delivery,"₹92,900"
"Apple iPhone 15 Plus (Blue, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.637,809 Ratings & 2,173 Reviews",18% off,Free delivery,"₹64,999"
"Apple iPhone 15 (Black, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.62,33,660 Ratings & 8,434 Reviews",12% off,Free delivery,"₹60,999"
"Apple iPhone 15 Plus (Black, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.637,809 Ratings & 2,173 Reviews",18% off,Free delivery,"₹64,999"
"Apple iPhone 15 Plus (Green, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.637,809 Ratings & 2,173 Reviews",18% off,Free delivery,"₹64,999"
"Apple iPhone 15 Plus (Pink, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.637,809 Ratings & 2,173 Reviews",18% off,Free delivery,"₹64,999"
"Apple iPhone 15 (Pink, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.62,33,660 Ratings & 8,434 Reviews",12% off,Free delivery,"₹60,999"
"Apple iPhone 16 (Black, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 16 (White, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 16 (Teal, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 15 (Blue, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.62,33,660 Ratings & 8,434 Reviews",12% off,Free delivery,"₹60,999"
"Apple iPhone 16 (Ultramarine, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 16 (Teal, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",7% off,Free delivery,"₹82,900"
"Apple iPhone 16 Pro (Black Titanium, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.7,4.7581 Ratings & 36 Reviews,5% off,Free delivery,"₹1,12,900"
"(Refurbished) SAMSUNG Galaxy F54 5G (Meteor Blue, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,SAMSUNG,3.3,3.310 Ratings & 0 Reviews,47% off,Free delivery,"₹18,799"
"Apple iPhone 16 (Ultramarine, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",7% off,Free delivery,"₹82,900"
"Apple iPhone 16 (Black, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",7% off,Free delivery,"₹82,900"
"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.7,4.7581 Ratings & 36 Reviews,5% off,Free delivery,"₹1,22,900"
"Apple iPhone 16 Plus (Black, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.7,4.7430 Ratings & 37 Reviews,7% off,Free delivery,"₹92,900"
"Apple iPhone 16 Plus (White, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.7,4.7430 Ratings & 37 Reviews,7% off,Free delivery,"₹92,900"
"Apple iPhone 15 Plus (Blue, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.637,809 Ratings & 2,173 Reviews",18% off,Free delivery,"₹64,999"
"Apple iPhone 16 Plus (Ultramarine, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.7,4.7430 Ratings & 37 Reviews,7% off,Free delivery,"₹92,900"
"Apple iPhone 15 (Black, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.62,33,660 Ratings & 8,434 Reviews",12% off,Free delivery,"₹60,999"
"Apple iPhone 15 Plus (Black, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.637,809 Ratings & 2,173 Reviews",18% off,Free delivery,"₹64,999"
"Apple iPhone 15 Plus (Green, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.637,809 Ratings & 2,173 Reviews",18% off,Free delivery,"₹64,999"
"Apple iPhone 15 Plus (Pink, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.637,809 Ratings & 2,173 Reviews",18% off,Free delivery,"₹64,999"
"Apple iPhone 15 (Pink, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.62,33,660 Ratings & 8,434 Reviews",12% off,Free delivery,"₹60,999"
"Apple iPhone 16 (Black, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 16 (White, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 16 (Teal, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 15 (Blue, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.62,33,660 Ratings & 8,434 Reviews",12% off,Free delivery,"₹60,999"
"Apple iPhone 16 (Ultramarine, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",8% off,Free delivery,"₹72,900"
"Apple iPhone 16 (Teal, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.6,"4.61,736 Ratings & 69 Reviews",7% off,Free delivery,"₹82,900"
"Apple iPhone 16 Pro (Black Titanium, 128 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,iPhone,4.7,4.7581 Ratings & 36 Reviews,5% off,Free delivery,"₹1,12,900"
"(Refurbished) SAMSUNG Galaxy F54 5G (Meteor Blue, 256 GB)",//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/flipkart-plus_8d85f4.png,SAMSUNG,3.3,3.310 Ratings & 0 Reviews,47% off,Free delivery,"₹18,799"
